College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,F,Home District,Non Technical,1,90.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,F,Home District,Non Technical,1,87.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Non Technical,1,91.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,F,Home District,Non Technical,1,89.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,PWD,M,Home District,Non Technical,1,84.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Technical,1,90.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Technical,1,90
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Technical,1,92
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,F,Home District,Technical,1,68
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Technical,1,92.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,M,Home District,Technical,1,93.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Home District,Technical,1,92.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,90.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,88.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Other Than Home District,Non Technical,1,73.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,M,Other Than Home District,Non Technical,1,90
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Other Than Home District,Non Technical,1,86
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Non Technical,1,90.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Other Than Home District,Non Technical,1,87
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Non Technical,1,92
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Other Than Home District,Non Technical,1,88.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Non Technical,1,90.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,F,Other Than Home District,Non Technical,1,88.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Technical,1,90.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Technical,1,88.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Technical,1,88.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Technical,1,89
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,DEF,G,State Level,Non Technical,1,81
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,G,State Level,Non Technical,1,66.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,G,State Level,Non Technical,1,57
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,EWS,G,State Level,Non Technical,1,80.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Artificial Intelligence & Machine Learning,TFWS,G,State Level,Non Technical,1,93.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Non Technical,1,92.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,M,Home District,Non Technical,1,86
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,ST,M,Home District,Non Technical,1,82.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTA,M,Home District,Non Technical,1,85.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTB,M,Home District,Non Technical,1,90.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTC,M,Home District,Non Technical,1,89.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTD,M,Home District,Non Technical,1,90.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,M,Home District,Non Technical,1,91.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SEBC,M,Home District,Non Technical,1,84.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,F,Home District,Non Technical,1,93.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,F,Home District,Non Technical,1,88.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,ST,F,Home District,Non Technical,1,83.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTA,F,Home District,Non Technical,1,90.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTB,F,Home District,Non Technical,1,88.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTC,F,Home District,Non Technical,1,90.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTD,F,Home District,Non Technical,1,91
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,F,Home District,Non Technical,1,92
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SEBC,F,Home District,Non Technical,1,90
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Technical,1,87.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,M,Home District,Technical,1,86.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTC,M,Home District,Technical,1,76.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,M,Home District,Technical,1,79.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,F,Home District,Technical,1,94.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,F,Home District,Technical,1,77.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,F,Home District,Technical,1,83.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,ST,M,Home District,Technical,1,87.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTB,M,Home District,Technical,1,90.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SEBC,M,Home District,Technical,1,91.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Non Technical,1,91.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,M,Other Than Home District,Non Technical,1,86.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,ST,M,Other Than Home District,Non Technical,1,75
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTA,M,Other Than Home District,Non Technical,1,91.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTB,M,Other Than Home District,Non Technical,1,82.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTC,M,Other Than Home District,Non Technical,1,89.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,NTD,M,Other Than Home District,Non Technical,1,86.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,M,Other Than Home District,Non Technical,1,91.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SEBC,M,Other Than Home District,Non Technical,1,87.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,F,Other Than Home District,Non Technical,1,94.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,F,Other Than Home District,Non Technical,1,84
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SEBC,F,Other Than Home District,Non Technical,1,91.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,F,Other Than Home District,Non Technical,1,86.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Technical,1,85.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,M,Other Than Home District,Technical,1,79.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OPEN,F,Other Than Home District,Technical,1,79.4
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,M,Other Than Home District,Technical,1,92.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SEBC,M,Other Than Home District,Technical,1,92.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,ST,F,Other Than Home District,Technical,1,71
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,DEF,G,State Level,Non Technical,1,72.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,G,State Level,Non Technical,1,56.8
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,SC,G,State Level,Non Technical,1,70
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,ST,G,State Level,Non Technical,1,55.17
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,OBC,G,State Level,Non Technical,1,46.67
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,EWS,G,State Level,Non Technical,1,75.6
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,TFWS,G,State Level,Non Technical,1,94.2
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Computer Technology,ORPHAN,G,State Level,Non Technical,1,78.8
Nashik Institute of Technology Late Annasaheb Patil Polytechnic MERI Nashik,Civil Engineering,OPEN,M,Home District,Non Technical,1,44
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,F,Home District,Non Technical,1,59
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,M,Home District,Technical,1,75.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,M,Home District,Technical,1,85.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,SC,M,Home District,Technical,1,76.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,ST,M,Home District,Technical,1,75.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OBC,M,Home District,Technical,1,77.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,F,Home District,Technical,1,89.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OBC,F,Home District,Technical,1,69.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,43.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,M,Other Than Home District,Non Technical,2,40.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,M,Other Than Home District,Technical,1,70.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OBC,M,Other Than Home District,Technical,1,66
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,NTA,M,Other Than Home District,Technical,1,64.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,OPEN,F,Other Than Home District,Technical,1,71.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Civil Engineering,EWS,G,State Level,Non Technical,1,61.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OPEN,M,Home District,Non Technical,1,75.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,ST,M,Home District,Non Technical,1,69.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,NTB,M,Home District,Non Technical,1,44.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,NTD,M,Home District,Non Technical,1,74.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OBC,M,Home District,Non Technical,1,73.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OPEN,F,Home District,Non Technical,1,78.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,ST,F,Home District,Non Technical,1,71.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,NTA,M,Home District,Non Technical,1,63.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OBC,F,Home District,Non Technical,1,74.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OPEN,M,Home District,Technical,1,86.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,SC,M,Home District,Technical,1,82.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OBC,M,Home District,Technical,1,83.67
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OPEN,F,Home District,Technical,1,95
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,63.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,85.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,64.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OBC,F,Other Than Home District,Non Technical,1,72.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OPEN,M,Other Than Home District,Technical,1,91.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,OBC,F,Other Than Home District,Technical,1,74.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,SC,M,Other Than Home District,Technical,1,80.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Computer Engineering,TFWS,G,State Level,Non Technical,1,76.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OPEN,M,Home District,Non Technical,1,70
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,SC,M,Home District,Non Technical,1,40.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,ST,M,Home District,Non Technical,1,57.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,NTB,M,Home District,Non Technical,1,64.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,NTC,M,Home District,Non Technical,1,53.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OBC,M,Home District,Non Technical,1,45.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OPEN,F,Home District,Non Technical,1,72
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,SC,F,Home District,Non Technical,1,49.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,ST,F,Home District,Non Technical,1,68
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OBC,F,Home District,Non Technical,1,54.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,PWD,M,Home District,Non Technical,1,71
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OPEN,M,Home District,Technical,1,80.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,SC,M,Home District,Technical,1,73
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OBC,M,Home District,Technical,1,72
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OPEN,F,Home District,Technical,1,87.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OBC,F,Home District,Technical,1,68.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,60
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,55
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,ST,M,Other Than Home District,Non Technical,1,53.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,NTD,M,Other Than Home District,Non Technical,1,51.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,51
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,63
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,NTD,M,Other Than Home District,Technical,1,69.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,EWS,G,State Level,Non Technical,1,71.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electrical Engineering,TFWS,G,State Level,Non Technical,1,60
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,69.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,SC,M,Home District,Non Technical,1,60.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,ST,M,Home District,Non Technical,1,60.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OBC,M,Home District,Non Technical,1,63.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,74
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,NTB,F,Home District,Non Technical,1,65.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OBC,F,Home District,Non Technical,1,68.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,SEBC,F,Home District,Non Technical,2,56.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,72.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,ST,M,Home District,Technical,1,66.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OBC,M,Home District,Technical,1,81.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,53.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Non Technical,1,52.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Technical,1,64.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,OPEN,M,Home District,Non Technical,1,56.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,ST,M,Home District,Non Technical,1,55.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,OBC,M,Home District,Non Technical,1,56.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,OPEN,F,Home District,Non Technical,1,60
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,OPEN,M,Home District,Technical,1,78.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,SC,M,Home District,Technical,1,65.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,OPEN,M,Other Than Home District,Non Technical,1,70.2
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,OPEN,M,Other Than Home District,Non Technical,2,67
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Automobile Engineering,OBC,M,Other Than Home District,Technical,1,74.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,M,Home District,Non Technical,1,61.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,SC,M,Home District,Non Technical,1,41.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,ST,M,Home District,Non Technical,1,56.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,NTA,M,Home District,Non Technical,1,53.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,NTB,M,Home District,Non Technical,1,58
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,NTC,M,Home District,Non Technical,1,52.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OBC,M,Home District,Non Technical,1,44
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,F,Home District,Non Technical,1,45.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,F,Home District,Non Technical,2,35.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,M,Home District,Technical,1,75.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,SC,M,Home District,Technical,1,69.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,NTB,M,Home District,Technical,1,70
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OBC,M,Home District,Technical,1,69
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,F,Home District,Technical,1,62.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,SC,F,Home District,Technical,1,55.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,52.4
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,48.6
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,71.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,69.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,78.8
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic MERI Nashik",Mechanical Engineering,ST,M,Other Than Home District,Technical,1,67.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,M,Home District,Non Technical,1,72.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,SC,M,Home District,Non Technical,1,56
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,ST,M,Home District,Non Technical,1,66.77
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,NTD,M,Home District,Non Technical,1,68
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OBC,M,Home District,Non Technical,1,70.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,F,Home District,Non Technical,1,62.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,SC,F,Home District,Non Technical,1,54.31
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,ST,F,Home District,Non Technical,2,65.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OBC,F,Home District,Non Technical,1,68
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,M,Home District,Technical,1,88.6
